bin_key,bin_size_m,domain,recording_id,osm_way_id,bin_index,direction,n_samples,mean_heading_deg,mean_match_quality,mean_snap_distance_m,first_timestamp_ns,last_timestamp_ns,road_lanes,road_maxspeed_kph,curvature_1_per_m,distance_to_junction_m,distance_to_roundabout_m,distance_to_traffic_signals_m,distance_to_crossing_m,distance_to_stop_m,distance_to_give_way_m,road_class,road_oneway,road_surface,road_is_roundabout,road_bridge,road_tunnel,road_is_service,against_oneway
w245122745_b2_A,50.0,car,car_2e84f0c3e245,245122745,2,A,4,95.11073041398488,0.4556509316115507,20.308399448874628,1310118196805,1313118198003,1.0,,0.0091707700513088,71.78576127281083,56.340626638200135,274.73918416743936,60.98181196766899,722.1177940002277,796.2416990857321,unclassified,True,asphalt,False,False,False,False,False
w245122745_b3_A,50.0,car,car_2e84f0c3e245,245122745,3,A,3,76.455960389971,0.3391323443504412,25.05267570024968,1314118198420,1316118199201,1.0,,0.0121863870596274,45.32978733117907,25.41639282711782,259.1912260218381,91.93549396544476,690.0734522219828,768.3174330615296,unclassified,True,asphalt,False,False,False,False,False
w25626902_b0_A,50.0,car,car_2e84f0c3e245,25626902,0,A,5,84.91343013421694,0.299790740776637,25.557386557959425,1330118204566,1334118206024,,,0.0053174654986753,19.699125951989625,92.49160325221536,267.4155040101638,112.56592085757916,552.0562417394895,634.6128453495884,unclassified,,asphalt,False,False,False,False,False
w25626902_b1_A,50.0,car,car_2e84f0c3e245,25626902,1,A,3,101.56078461499972,0.4041942631179414,21.869079263787253,1335118206389,1337118207118,,,0.0060937414846008,17.497616385116586,141.00116047424015,272.1273241325948,63.193023420875285,502.3674437613648,596.5071362911797,unclassified,,asphalt,False,False,False,False,False
w69488562_b0_B,50.0,car,car_2e84f0c3e245,69488562,0,B,4,73.9001345793111,0.3596789270053552,23.588547542502376,1367118217535,1370118218524,,,,19.27891570025925,58.43679539842052,330.1390710465811,50.85375905821182,224.5660356258323,435.700302909014,unclassified,,,False,False,False,False,False
w69488562_b1_B,50.0,car,car_2e84f0c3e245,69488562,1,B,1,73.9001345793111,0.3595792433646675,23.509328720865117,1366118217170,1366118217170,,,,9.052891455094333,30.631439958524147,354.7839761895663,23.048751093206597,252.35903362296415,463.505351943481,unclassified,,,False,False,False,False,False
w695751889_b0_B,50.0,car,car_2e84f0c3e245,695751889,0,B,4,98.73032225010478,0.7181557451695109,9.954578442696077,1207118151962,1210118153316,2.0,50.0,0.0090849459446653,6.235737949662362,101.75277832867933,989.6482915689602,14.833952688230344,1441.2808019343452,1395.61705652353,secondary,,asphalt,False,False,False,False,False
w711388110_b0_A,50.0,car,car_2e84f0c3e245,711388110,0,A,3,160.19158019428423,0.6235390077195461,2.361871028115325,1358118214357,1360118215087,,,0.0043613494028155,9.529229163679677,4.91418443977163,339.4096259454536,3.229661056128066,298.7239078002496,509.5755733395392,unclassified,True,asphalt,False,False,False,False,False
w711388111_b0_A,50.0,car,car_2e84f0c3e245,711388111,0,A,1,136.92865499320456,0.686328837901093,11.566034403072136,1356118213680,1356118213680,,,,8.37434714471411,2.0677359597634064,342.4117411623112,18.17564559536976,301.0384946365301,505.2768813533943,unclassified,True,asphalt,False,False,False,False,False
w711388114_b0_A,50.0,car,car_2e84f0c3e245,711388114,0,A,2,59.47924131333558,0.3425215627993903,22.41840628018473,1363118216128,1364118216493,,,0.0001270529947332,8.64964353139379,3.131506336198808,360.12373864250685,4.72538410081754,280.0177998214082,491.14586511398113,unclassified,True,,False,False,False,False,False
w711388115_b0_B,50.0,car,car_2e84f0c3e245,711388115,0,B,1,76.89974598294765,0.3479615083290119,23.724345949954923,1365118216805,1365118216805,,,,0.0,21.580248673192912,362.9238644067351,13.99858192455398,261.40808480893776,472.5576173712391,unclassified,,,False,False,False,False,False
w716932550_b0_A,50.0,car,car_2e84f0c3e245,716932550,0,A,5,79.00982888499894,0.274513127682702,27.059138249509463,1318118199982,1322118201545,,,0.0830609529692545,15.181529990424464,0.3875940575139469,246.82057564152157,128.3142563384084,652.7987309575185,735.5107475907618,unclassified,True,asphalt,True,False,False,False,False
w717148552_b0_A,50.0,car,car_2e84f0c3e245,717148552,0,A,5,109.99949346033992,0.6478216823680994,17.943943520806375,1351118211858,1355118213316,2.0,,0.0150341515572306,9.712621304682669,31.92846582775333,332.02827986389303,46.145271994000446,322.73249988359305,505.73158341924346,unclassified,,asphalt,False,False,False,False,False
