bin_key,bin_size_m,domain_a,domain_b,osm_way_id,bin_index,paired,rejection_reason,centroid_distance_m,heading_difference_deg,direction_a,direction_b,n_samples_a,n_samples_b,match_quality_a,match_quality_b,pair_quality,first_timestamp_ns_a,first_timestamp_ns_b,last_timestamp_ns_a,last_timestamp_ns_b,road_lanes,road_maxspeed_kph,curvature_1_per_m,distance_to_junction_m,distance_to_roundabout_m,distance_to_traffic_signals_m,distance_to_crossing_m,distance_to_stop_m,distance_to_give_way_m,road_class,road_oneway,road_surface,road_is_roundabout,road_bridge,road_tunnel,road_is_service,against_oneway
w862981944_b14_B,10.0,car,motorcycle,862981944,14,False,only 1 samples in the sparser domain,7.925137783813107,0.0,B,B,1,1,0.7838328775961542,0.9811069141807451,0.8769400525530674,1268118179410,3001248141039,1268118179410,3001248141039,2.0,50.0,0.0019853315633852698,3.7089172106542976,266.36592024248426,532.9812921774735,215.94650032662364,986.951483992111,996.816144167094,secondary,,asphalt,False,False,False,False,False
w862981944_b16_B,10.0,car,motorcycle,862981944,16,False,only 1 samples in the sparser domain,3.8571200740976628,0.0,B,B,1,2,0.7792479071904332,0.9800302479953922,0.8738915949554216,1267118178941,2998248140882,1267118178941,2999248140934,2.0,50.0,0.0005937067923786921,14.056271545938582,280.2807708072983,556.1599962464975,239.09428410623352,1005.4795088375963,1009.2264528088104,secondary,,asphalt,False,False,False,False,False
w862981944_b17_B,10.0,car,motorcycle,862981944,17,False,only 1 samples in the sparser domain,5.628751315734269,0.0,B,B,1,1,0.7789901492814651,0.9741472314607255,0.8711205985727329,1266118178524,2997248140830,1266118178524,2997248140830,2.0,50.0,0.0008410211777120397,13.66052259468626,284.65181261037566,569.3761859062887,252.30305373261868,1016.0772968287476,1016.3935874896139,secondary,,asphalt,False,False,False,False,False
w862981944_b18_B,10.0,car,motorcycle,862981944,18,False,only 1 samples in the sparser domain,4.749552748206077,0.0,B,B,1,1,0.7582574811930586,0.9822430405247289,0.863013982405669,1265118178108,2996248140778,1265118178108,2996248140778,2.0,50.0,0.0008410211777120397,3.7435494579370134,275.1963854981605,579.286270654616,262.2084653211378,1024.066252188585,1021.8517144877945,secondary,,asphalt,False,False,False,False,False
w862981944_b19_B,10.0,car,motorcycle,862981944,19,False,only 1 samples in the sparser domain,4.324772237159139,0.0,B,B,1,1,0.7212987586325426,0.9757664445101801,0.8389392857295948,1264118177639,2995248140726,1264118177639,2995248140726,2.0,50.0,0.0008410211777120397,6.80319800572505,265.1261188669444,589.8299899762465,272.7341875222502,1032.6957435969882,1027.8673816636688,secondary,,asphalt,False,False,False,False,False
w862981944_b1_B,10.0,car,motorcycle,862981944,1,False,only 1 samples in the sparser domain,6.808315741929089,4.00579580371641,B,B,1,1,0.696130346733889,0.9059653952916669,0.7941473444854505,1280118184410,3013248141820,1280118184410,3013248141820,2.0,50.0,0.0046275847667465704,10.40449555372864,214.09843354425914,401.45801277300575,85.83600519030591,883.6370655408446,930.9990627608134,secondary,,asphalt,False,False,False,False,False
w862981944_b21_B,10.0,car,motorcycle,862981944,21,False,only 1 samples in the sparser domain,5.334517184043068,0.0,B,B,1,1,0.7181209374711972,0.9745867360037527,0.8365830147128311,1262118176806,2994248140622,1262118176806,2994248140622,2.0,50.0,0.0004290972285245497,0.5121556609232613,254.2442592633986,601.2366241123262,284.1147443994903,1042.1287085574015,1034.5408820626774,secondary,,asphalt,False,False,False,False,False
w862981944_b22_B,10.0,car,motorcycle,862981944,22,False,only 1 samples in the sparser domain,2.9912825681944897,0.0,B,B,1,1,0.7072081248264399,0.982721518380462,0.8336597880673137,1261118176337,2993248140570,1261118176337,2993248140570,2.0,50.0,0.0029151259650409857,12.554757845526836,242.40384440696147,613.6699393647322,275.94814074404917,1052.515205112089,1041.9962193932017,secondary,,asphalt,False,False,False,False,False
w862981944_b23_B,10.0,car,motorcycle,862981944,23,False,only 1 samples in the sparser domain,1.0012953300990162,4.899511365349895,B,B,1,1,0.698301783417465,0.9682274696398155,0.8222621046863723,1260118175920,2992248140518,1260118175920,2992248140518,2.0,50.0,0.0029151259650409857,0.19986781847159857,230.69995551938993,626.0247950379159,263.8132425931138,1062.8796886232897,1049.4979592415573,secondary,,asphalt,False,False,False,False,False
w862981944_b24_B,10.0,car,motorcycle,862981944,24,False,only 1 samples in the sparser domain,1.7376973485256089,0.0,B,B,1,1,0.6889882228777361,0.9677300860102958,0.8165504468099644,1259118175451,2991248140466,1259118175451,2991248140466,2.0,50.0,0.0029151259650409857,12.11253686930575,218.79355093732872,638.2961153359977,251.57849099324298,1073.7683763100538,1057.8506224701403,secondary,,asphalt,False,False,False,False,False
w862981944_b25_B,10.0,car,motorcycle,862981944,25,False,only 1 samples in the sparser domain,4.356612088070624,0.0,B,B,1,1,0.6746730131481787,0.9785096621368097,0.8125109612481839,1258118175035,2990248140414,1258118175035,2990248140414,2.0,50.0,0.0010906411114494359,9.367860118266973,207.54812046769732,649.9267400428274,239.98798696059484,1084.1239854413552,1065.849695399789,secondary,,asphalt,False,False,False,False,False
w862981944_b27_B,10.0,car,motorcycle,862981944,27,False,only 1 samples in the sparser domain,2.4866942376412866,0.0,B,B,1,1,0.6132463480736252,0.9801123515844116,0.7752743516401103,1256118174149,2989248140362,1256118174149,2989248140362,2.0,50.0,0.0010906411114494359,1.94991918511839,196.6722808259566,661.2034633877253,228.74742839791256,1094.2186877759616,1073.7131164788234,secondary,,asphalt,False,False,False,False,False
w862981944_b28_B,10.0,car,motorcycle,862981944,28,False,only 1 samples in the sparser domain,0.34880933261327607,0.0,B,B,1,1,0.5632817344101468,0.9961600669733814,0.7490786142154202,1255118173733,2988248140309,1255118173733,2988248140309,2.0,50.0,0.003759422739064157,12.565544021443047,185.74799158468971,672.4780133779692,217.4613929811773,1104.4774356484793,1081.8477380411846,secondary,,asphalt,False,False,False,False,False
w862981944_b29_B,10.0,car,motorcycle,862981944,29,False,only 1 samples in the sparser domain,2.113694928881525,1.3360958244067689,B,B,2,1,0.47462732438646016,0.981263764755147,0.6824475036097064,1253118172847,2987248140257,1254118173264,2987248140257,2.0,50.0,0.0025261327895364375,1.1675478401442712,174.76660850322008,683.7921109859088,206.10449597662551,1114.8883566524132,1090.211007796192,secondary,,asphalt,False,False,False,False,False
w862981944_b2_B,10.0,car,motorcycle,862981944,2,False,only 1 samples in the sparser domain,5.501001755326941,0.0,B,B,1,1,0.7021506255292385,0.980961512138316,0.8299293580588809,1279118183993,3012248141768,1279118183993,3012248141768,2.0,50.0,0.0046275847667465704,20.731860870639544,215.03507025986985,411.74466634191623,96.06727141120565,890.8778020436259,934.8579061728537,secondary,,asphalt,False,False,False,False,False
w862981944_b30_B,10.0,car,motorcycle,862981944,30,False,only 1 samples in the sparser domain,4.326735914179594,0.0,B,B,1,1,0.3989238225615782,0.988615151627648,0.6279985153880506,1252118172431,2986248140153,1252118172431,2986248140153,2.0,50.0,0.0025261327895364375,10.743464885575447,163.12631226383903,695.4802389187976,194.1958120409646,1126.1111699361843,1099.5761227161756,secondary,,asphalt,False,False,False,False,False
w862981944_b31_B,10.0,car,motorcycle,862981944,31,False,only 1 samples in the sparser domain,2.175214736605958,0.0,B,B,1,1,0.39349037914638213,0.9819955588414025,0.6216154798334472,1251118172014,2985248140101,1251118172014,2985248140101,2.0,50.0,0.0044673745791587996,8.912219486477534,151.21811448883798,707.4651631395412,181.98121630237236,1137.654540205181,1109.266010188255,secondary,,asphalt,False,False,False,False,False
w862981944_b34_B,10.0,car,motorcycle,862981944,34,False,only 1 samples in the sparser domain,5.468380105402486,5.467676539789636,B,B,1,1,0.33323775570159003,0.9691882313099732,0.5683045935536057,1249118171128,2983248139945,1249118171128,2983248139945,2.0,50.0,0.006052553223365834,14.960229378179292,127.76798285103075,730.5303681890178,158.18455423351529,1160.6836690827975,1129.229578921182,secondary,,asphalt,False,False,False,False,False
w862981944_b36_B,10.0,car,motorcycle,862981944,36,False,only 1 samples in the sparser domain,3.6657138550109436,0.0,B,B,1,1,0.336554019497098,0.9673737108690021,0.570590493041013,1248118170660,2981248139789,1248118170660,2981248139789,2.0,50.0,0.0005048816241052446,19.715514402949808,104.48861950443799,752.1683593130671,135.41291482587144,1183.8456323381447,1150.4297172050972,secondary,,asphalt,False,False,False,False,False
w862981944_b37_B,10.0,car,motorcycle,862981944,37,False,only 1 samples in the sparser domain,3.2395492967777706,0.0,B,B,1,1,0.32637181759277545,0.9749993339100779,0.564103097633737,1247118170243,2980248139685,1247118170243,2980248139685,2.0,50.0,0.0005048816241052446,19.15758514802426,92.0560957749272,763.6625848031151,123.41342049938208,1196.2379785171406,1161.880724979294,secondary,,asphalt,False,False,False,False,False
w862981944_b38_B,10.0,car,motorcycle,862981944,38,False,only 1 samples in the sparser domain,1.2910784595513853,0.0,B,B,1,1,0.32751697819762204,0.9794557583779251,0.566381841395183,1246118169826,2979248139632,1246118169826,2979248139632,2.0,50.0,0.0005048816241052446,20.203432970492656,79.11144002354065,775.6677518254745,111.0193813711704,1209.148591550716,1173.8311037589112,secondary,,asphalt,False,False,False,False,False
w862981944_b3_B,10.0,car,motorcycle,862981944,3,False,only 1 samples in the sparser domain,5.056709955020186,0.0,B,B,1,1,0.7303875828164071,0.9904572940157723,0.8505396574287759,1278118183576,3011248141716,1278118183576,3011248141716,2.0,50.0,0.0028840739872557394,31.323691647404065,216.9066412733604,422.3335864587029,106.53304531918131,898.6541047180248,939.2931281471415,secondary,,asphalt,False,False,False,False,False
w862981944_b40_B,10.0,car,motorcycle,862981944,40,False,only 1 samples in the sparser domain,2.234826434358601,0.0,B,B,1,1,0.32132750646374847,0.9752115497556811,0.5597877236574957,1245118169358,2978248139528,1245118169358,2978248139528,2.0,50.0,0.0005048816241052446,18.49895250952868,66.71396649243273,787.2032793896492,99.27846107505069,1221.5244078841945,1185.3054921256573,secondary,,asphalt,False,False,False,False,False
w862981944_b42_B,10.0,car,motorcycle,862981944,42,False,only 1 samples in the sparser domain,3.515188185244809,0.0,B,B,1,1,0.34193953152498846,0.9704159598169918,0.5760412994605458,1244118168941,2976248139372,1244118168941,2976248139372,2.0,50.0,0.0005048816241052446,7.667004067389094,44.44883096107565,808.033916362774,78.68276860382768,1243.8033261018657,1206.0068836173289,secondary,,asphalt,False,False,False,False,False
w862981944_b4_B,10.0,car,motorcycle,862981944,4,False,only 1 samples in the sparser domain,5.117567418047742,0.0,B,B,1,1,0.7275849019039908,0.9779118053816852,0.8435128125816395,1277118183160,3010248141611,1277118183160,3010248141611,2.0,50.0,0.0028840739872557394,21.107241052491993,219.81567777881992,432.65121237095434,116.6348882780051,906.6874932447358,944.2670510398104,secondary,,asphalt,False,False,False,False,False
w862981944_b5_B,10.0,car,motorcycle,862981944,5,False,only 1 samples in the sparser domain,5.421854733186066,0.0,B,B,1,1,0.7291705349612598,0.987158973420522,0.8484145429805232,1276118182743,3009248141560,1276118182743,3009248141560,2.0,50.0,1.4703155127625858e-05,10.534664056914599,223.2522712857815,443.2233423420923,127.02195542071696,914.9665581495377,949.452943213934,secondary,,asphalt,False,False,False,False,False
w862981944_b6_B,10.0,car,motorcycle,862981944,6,False,only 1 samples in the sparser domain,5.978314909155327,0.0,B,B,1,1,0.7680416943094112,0.9875450912522278,0.8709051642356377,1275118182326,3008248141507,1275118182326,3008248141507,2.0,50.0,1.4703155127625858e-05,0.037542993671620464,227.01236795452303,453.79512332669896,137.4369536519734,923.2921525885095,954.7275531357209,secondary,,asphalt,False,False,False,False,False
w862981944_b7_B,10.0,car,motorcycle,862981944,7,False,only 1 samples in the sparser domain,5.905510676748702,0.0051541633438603185,B,B,1,1,0.7607699329167856,0.9850989739248418,0.8656983772129854,1274118181910,3007248141455,1274118181910,3007248141455,2.0,50.0,6.758952878839677e-06,4.100689634454554,231.3016480909665,464.8652938245573,148.36732636276383,932.0566698338106,960.3411695428871,secondary,,asphalt,False,False,False,False,False
w862981944_b9_B,10.0,car,motorcycle,862981944,9,False,only 1 samples in the sparser domain,6.145772908262994,0.0,B,B,1,1,0.7635715148275346,0.9923897490105219,0.8704944249972433,1273118181493,3005248141299,1273118181493,3005248141299,2.0,50.0,2.698781625473229e-05,8.052667085622367,241.87161872967928,488.42771233727376,171.6916164906233,950.8733521215237,972.6035219802228,secondary,,asphalt,False,False,False,False,False
w862981953_b1_A,10.0,car,motorcycle,862981953,1,False,only 1 samples in the sparser domain,0.7190517478144014,0.0,A,A,1,1,0.40459553382340363,0.8579469401337252,0.5891701793502114,1362118215764,3076248146507,1362118215764,3076248146507,,,0.11072400576785572,15.709820913468292,1.133053554784922,349.06987276547096,5.80718333777222,289.49643346169216,500.4566407066992,unclassified,True,asphalt,True,False,False,False,False
w1265232969_b0_A,20.0,car,motorcycle,1265232969,0,False,only 1 samples in the sparser domain,3.075010064602914,35.424209735459385,A,A,1,2,0.23066408792026888,0.655105129208133,0.38872770305277177,1406118230972,3100248148851,1406118230972,3101248148955,1.0,,0.09570393128669974,6.321348034032258,1.1753962446480162,172.71430442034887,6.321348034032258,8.026127925631029,176.3178200523525,tertiary,True,asphalt,True,False,False,False,False
w137735208_b0_A,20.0,car,motorcycle,137735208,0,False,only 1 samples in the sparser domain,3.373948047258997,0.0,A,A,2,1,0.37798887206790205,0.9585357481440294,0.6019267781696743,1371118218837,3083248147132,1372118219201,3083248147132,,,1.7357681346948655e-05,7.9997987786676905,91.75994658932417,301.3410278578616,84.18014752298797,191.25062387196655,402.3739748780213,unclassified,,asphalt,False,True,False,False,False
w137735208_b1_A,20.0,car,motorcycle,137735208,1,False,only 1 samples in the sparser domain,3.9356352174608986,0.0,A,A,1,1,0.413770467322418,0.9668758675947062,0.6325066636624708,1373118219514,3084248147184,1373118219514,3084248147184,,,1.7357681346948655e-05,27.186287781628035,110.93392606949128,285.56286127615937,103.36017861849757,172.0641348690062,383.19359116287853,unclassified,,asphalt,False,True,False,False,False
w137735208_b2_A,20.0,car,motorcycle,137735208,2,False,only 1 samples in the sparser domain,3.6898084523627026,0.0,A,A,2,1,0.43202878434275566,0.970050344430161,0.6473713548307756,1374118219878,3085248147289,1375118220243,3085248147289,,,1.7357681346948655e-05,17.27350869214928,130.83374044247057,269.65821153352493,123.26451987825634,152.1552175585798,363.29169066999344,unclassified,,asphalt,False,True,False,False,False
w137735208_b3_A,20.0,car,motorcycle,137735208,3,False,only 1 samples in the sparser domain,3.877438671744076,0.0,A,A,1,1,0.45839576287497324,0.9603114083333268,0.6634777167475147,1376118220555,3086248147393,1376118220555,3086248147393,,,1.7357681346948655e-05,20.33536490606608,149.11627231293915,254.96409545364895,136.06815302756462,133.10157490796988,344.24552332897974,unclassified,,asphalt,False,True,False,False,False
w137735208_b4_A,20.0,car,motorcycle,137735208,4,False,only 1 samples in the sparser domain,4.147747543072624,0.0,A,A,2,1,0.46235214917264594,0.9765662407945104,0.6719505191908058,1377118220868,3087248147497,1378118221232,3087248147497,,,1.7357681346948655e-05,26.62747947851604,130.58035581136517,241.25487842597363,117.5318495170348,114.5652713817309,325.7173312579286,unclassified,,asphalt,False,True,False,False,False
w137735208_b5_A,20.0,car,motorcycle,137735208,5,True,,2.3288339773190017,0.0,A,A,2,2,0.46116898321460176,0.9742337536788445,0.6702882884232854,1379118221597,3088248147601,1380118221962,3089248147653,,,1.7357681346948655e-05,20.972155762965052,104.36725443448256,223.15291888413572,91.31794002645182,88.35136185674162,299.5167390836672,unclassified,,asphalt,False,True,False,False,False
w137735208_b6_A,20.0,car,motorcycle,137735208,6,False,only 1 samples in the sparser domain,4.2185723236571695,0.0,A,A,1,1,0.4534708070246687,0.9795557435656173,0.6664832582746171,1381118222274,3090248147757,1381118222274,3090248147757,,,1.7357681346948655e-05,33.49415025980262,80.16565480083669,207.79200153853992,67.11519050544455,64.14861228351641,275.3282585001834,unclassified,,asphalt,False,True,False,False,False
w137735208_b7_A,20.0,car,motorcycle,137735208,7,False,only 1 samples in the sparser domain,2.1899534081785497,0.0,A,A,2,1,0.44979543026432883,0.9797884471700107,0.6638556817282304,1382118222639,3091248147862,1383118223003,3091248147862,,,1.7357681346948655e-05,46.22535818299415,65.48504394578839,199.392733751106,52.43344265949637,49.466864381023754,260.6565497437034,unclassified,,asphalt,False,True,False,False,False
w137735208_b8_A,20.0,car,motorcycle,137735208,8,True,,1.9860677130242579,0.0,A,A,2,2,0.4383957004356929,0.97112524687867,0.6524853506525335,1384118223316,3092248147966,1385118223680,3093248148070,,,1.7357681346948655e-05,32.127189961229654,45.18177047538197,189.13065426394763,32.127189961229654,29.160611501491502,240.36635083034616,unclassified,,asphalt,False,True,False,False,False
w137735208_b9_A,20.0,car,motorcycle,137735208,9,True,,4.32044644667261,0.0,A,A,3,2,0.42373181531125104,0.9812564050718622,0.6448174608421304,1386118224045,3094248148174,1388118224722,3095248148278,,,1.7357681346948655e-05,8.935841808147952,22.000748890711463,179.3812796977378,8.935841808147952,5.969261558719103,217.19677669022545,unclassified,,asphalt,False,True,False,False,False
w137735210_b0_A,20.0,car,motorcycle,137735210,0,False,only 1 samples in the sparser domain,2.6013423978445487,0.0,A,A,3,1,0.3213888968708502,0.9243711715412488,0.5450528700235028,1390118225399,3096248148382,1392118226128,3096248148382,,,,5.037345736976883,8.074974002032539,174.5727476458193,5.037345736976883,8.003236423450321,203.2346767322753,unclassified,,,False,True,False,False,False
w22868496_b0_B,20.0,car,motorcycle,22868496,0,True,,3.1114497654474578,0.0,B,B,2,3,0.6451199346943597,0.967346638604684,0.7899712655049309,1212118154254,2958248137914,1213118154670,2960248138070,2.0,50.0,0.0009865903751113158,5.166783420278984,47.63636199664976,939.700120725032,13.18863887012327,1387.0892715027774,1342.996995945058,secondary,,asphalt,False,False,False,False,False
w22868496_b1_B,20.0,car,motorcycle,22868496,1,False,only 1 samples in the sparser domain,2.355789246864564,0.0,B,B,1,2,0.6834320358901277,0.9788267026261452,0.8179006823321564,1211118153785,2956248137705,1211118153785,2957248137809,2.0,50.0,0.0009865903751113158,5.112347847176175,71.24616875444221,961.4464341690908,13.245453973932323,1410.7473003795067,1365.949642354627,secondary,,asphalt,False,False,False,False,False
w23064623_b4_A,20.0,car,motorcycle,23064623,4,True,,3.769772970255746,8.210946761050167,A,A,7,2,0.4445926574254929,0.7996885901503386,0.5962681237562384,1221118158420,2968248138695,1233118164045,2969248138799,2.0,50.0,0.03871540130804471,33.842177317018,2.2830762820826376,877.8547230814938,25.40754272321396,1329.0013795396535,1292.643362749164,secondary,True,asphalt,True,False,False,False,False
w23064623_b5_A,20.0,car,motorcycle,23064623,5,False,only 1 samples in the sparser domain,2.873913704578477,4.046402255506237,A,A,4,1,0.5657202133435217,0.862369582952792,0.6984696875663376,1234118164514,2970248138851,1237118165868,2970248138851,2.0,50.0,0.03860019238136281,25.529734555813306,2.7779229633722915,860.4029302590036,42.551141502772175,1312.4819465752796,1278.3177721326201,secondary,True,asphalt,True,False,False,False,False
w23064623_b6_A,20.0,car,motorcycle,23064623,6,False,only 1 samples in the sparser domain,10.694385268254557,29.010572977900864,A,A,1,2,0.6254181525251968,0.7854310157829406,0.7008728949153017,1238118166337,2971248138955,1238118166337,2972248139007,2.0,50.0,0.03880840267817572,36.592639262153426,1.9216409679059696,848.27944287541,53.67477779947971,1295.0254830876092,1259.030887244879,secondary,True,asphalt,True,False,False,False,False
w23064624_b0_A,20.0,car,motorcycle,23064624,0,False,only 1 samples in the sparser domain,8.586076470183462,7.902669377302871,A,A,1,1,0.44217743044569335,0.9548434742478692,0.6497770647851164,1241118167639,2973248139112,1241118167639,2973248139112,1.0,50.0,0.015664657026814185,28.494763120569537,8.942158815552892,838.6548981003197,54.55834054015755,1279.6004885957805,1241.3494444928267,secondary,True,asphalt,False,False,False,False,False
w23064624_b1_A,20.0,car,motorcycle,23064624,1,False,only 1 samples in the sparser domain,9.91449042014721,3.6260561797995763,A,A,1,2,0.3748912062184995,0.9356747072788485,0.592263640315619,1242118168056,2974248139216,1242118168056,2975248139268,1.0,50.0,0.011179741664314208,10.208121451238904,26.65193916490123,823.9556264840888,64.383426200479,1261.6094339474764,1223.1046891130309,secondary,True,asphalt,False,False,False,False,False
w245122745_b0_A,20.0,car,motorcycle,245122745,0,True,,2.2649745092090248,7.966839357866547,A,A,2,2,0.29867457033006084,0.9483749690733204,0.5322175179376931,1299118192431,3019248142184,1302118193628,3020248142237,1.0,,0.032371680205800925,11.576684310247751,165.5402661058738,364.1807900347248,52.22897682142131,831.670079038571,882.8330926503072,unclassified,True,asphalt,False,False,False,False,False
w245122745_b1_A,20.0,car,motorcycle,245122745,1,False,only 1 samples in the sparser domain,2.750552708453425,0.0,A,A,1,2,0.36714990522366536,0.9557700427465236,0.592377312707032,1303118193993,3021248142237,1303118193993,3022248142289,1.0,,0.00271276876253384,31.073815245905468,145.84880878725596,348.0538614435602,32.40078474107115,812.1923276847659,866.6229842693733,unclassified,True,asphalt,False,False,False,False,False
w245122745_b2_A,20.0,car,motorcycle,245122745,2,True,,1.577018654160269,0.0,A,A,2,2,0.3767835003588722,0.9663353410886624,0.6034063409808277,1305118194826,3023248142341,1306118195191,3024248142393,1.0,,0.00024687803988436146,50.1461461611477,127.02366139418,332.0539585055071,13.142565652391937,793.599506644729,851.8164522230566,unclassified,True,asphalt,False,False,False,False,False
w245122745_b3_A,20.0,car,motorcycle,245122745,3,False,only 1 samples in the sparser domain,3.3402731345113996,0.0,A,A,1,2,0.39906042718838597,0.9674141765618334,0.6213346236665601,1307118195608,3025248142445,1307118195608,3026248142497,1.0,,0.00024687803988436146,71.9968772619913,105.79362466714277,314.2073354152506,8.804916177392624,772.4791620134213,835.2340874465629,unclassified,True,asphalt,False,False,False,False,False
w245122745_b4_A,20.0,car,motorcycle,245122745,4,False,only 1 samples in the sparser domain,3.3109724929809383,0.0,A,A,2,1,0.41005140219117175,0.9620834973802522,0.628095285068881,1308118196024,3027248142549,1309118196441,3027248142549,1.0,,0.0008839042100463879,90.66707119920024,87.85167223700603,299.3021681334649,27.530297339443624,754.5316204803304,821.3614494443025,unclassified,True,asphalt,False,False,False,False,False
w245122745_b5_A,20.0,car,motorcycle,245122745,5,False,only 1 samples in the sparser domain,3.266877166516849,0.7403801363516038,A,A,1,2,0.43176138660923463,0.9506461059096076,0.640665498417233,1310118196805,3028248142601,1310118196805,3029248142653,1.0,,0.0008839042100463879,81.51622130746583,69.57279041274144,284.3656990338418,46.94482970164846,735.944662151679,807.1865362762485,unclassified,True,asphalt,False,False,False,False,False
w245122745_b6_A,20.0,car,motorcycle,245122745,6,False,only 1 samples in the sparser domain,3.561376757236788,4.084159744998715,A,A,2,1,0.4637290390251015,0.9610531630004194,0.6675838971471816,1311118197222,3030248142757,1312118197639,3030248142757,1.0,,0.012337407972726326,68.98355517912911,52.40581417594798,271.20248599567884,65.34146618399478,718.0149002673758,793.2611080879802,unclassified,True,asphalt,False,False,False,False,False
w245122745_b7_A,20.0,car,motorcycle,245122745,7,True,,3.6357270496699408,2.060001174191825,A,A,3,2,0.4158426739305265,0.9593839506520372,0.6316270951797235,1313118198003,3031248142809,1315118198837,3032248142862,1.0,,0.012022169355741217,55.78597195131672,36.434192031782366,262.7698031085778,81.4704692583455,701.2842751096281,778.7969121300821,unclassified,True,asphalt,False,False,False,False,False
w245122745_b8_A,20.0,car,motorcycle,245122745,8,False,only 1 samples in the sparser domain,5.798304385573763,3.6083364346297344,A,A,1,3,0.23325327304650928,0.9497061131622543,0.470661300010288,1316118199201,3033248142914,1316118199201,3035248143070,1.0,,0.02850511709522029,35.368511255320946,13.187908053735105,257.1075466191817,103.0658032488323,678.0655119767448,756.4880509171871,unclassified,True,asphalt,False,False,False,False,False
w25626902_b0_A,20.0,car,motorcycle,25626902,0,False,only 1 samples in the sparser domain,2.991672613936805,0.0,A,A,2,1,0.2426882142018127,0.9748726813697648,0.4864052940868972,1330118204566,3049248144164,1331118204931,3049248144164,,,0.005210039684404683,11.914730580528603,78.32479557651503,265.4751967151496,126.53621335961708,566.4144564252879,646.7974596832848,unclassified,,asphalt,False,False,False,False,False
w25626902_b1_A,20.0,car,motorcycle,25626902,1,True,,0.3550696335471792,0.0,A,A,2,2,0.32722780775244276,0.9888574084826296,0.5688423700442264,1332118205295,3050248144216,1333118205660,3051248144268,,,0.005344321952243054,24.937238177571153,97.83559989690185,268.38992993320267,107.47743809863277,546.7487961131613,629.6840667558099,unclassified,,asphalt,False,False,False,False,False
w25626902_b2_A,20.0,car,motorcycle,25626902,2,False,only 1 samples in the sparser domain,1.3008477025057477,0.0,A,A,1,1,0.35912165997467443,0.9745591075856186,0.5915955412776407,1334118206024,3052248144320,1334118206024,3052248144320,,,0.006093741484600881,31.17682655470639,116.66614767743076,270.382142149019,88.5006994795378,527.4503079168702,614.2506212103355,unclassified,,asphalt,False,False,False,False,False
w25626902_b3_A,20.0,car,motorcycle,25626902,3,True,,0.3225043049235376,0.0,A,A,2,2,0.38946289699377656,0.9828411899311744,0.6186923121515296,1335118206389,3053248144424,1336118206753,3054248144476,,,0.006093741484600881,22.50706064548862,136.30992484634785,272.0076828450428,68.20033661344496,507.216295569439,599.6301292630737,unclassified,,asphalt,False,False,False,False,False
w25626902_b4_A,20.0,car,motorcycle,25626902,4,False,only 1 samples in the sparser domain,6.289289751066736,0.0,A,A,1,1,0.43365699536627117,0.9808424362543584,0.6521879973089036,1337118207118,3055248144580,1337118207118,3055248144580,,,0.006093741484600881,0.5444295034587973,156.96534741365812,272.9211661015685,46.248773984224044,485.9712960187066,586.0478762919541,unclassified,,asphalt,False,False,False,False,False
w69488562_b0_B,20.0,car,motorcycle,69488562,0,False,only 1 samples in the sparser domain,3.796769421044432,0.0,B,B,2,1,0.36727503166286446,0.9507442160810184,0.5909184478965277,1369118218160,3082248147028,1370118218524,3082248147028,,,,9.717627093253034,74.04962327430114,316.4327772640399,66.46656114343216,208.96151752143228,420.08816995459614,unclassified,,,False,False,False,False,False
w69488562_b1_B,20.0,car,motorcycle,69488562,1,False,only 1 samples in the sparser domain,5.516025562669724,0.0,B,B,1,1,0.34864659976235085,0.9568124515775771,0.5775719936534329,1368118217847,3081248146924,1368118217847,3081248146924,,,,26.067330045096348,57.700395327174725,330.72655889224586,50.117334317246886,225.3015013009409,436.43652218193614,unclassified,,,False,False,False,False,False
w69488562_b2_B,20.0,car,motorcycle,69488562,2,True,,0.6569517128648084,0.0,B,B,2,2,0.35754914414900435,0.9385157588621089,0.57928016222852,1366118217170,3079248146768,1367118217535,3080248146872,,,,13.609067599089734,35.18725157522118,350.7196145775755,27.604499438130517,247.80499533706615,458.9495086416622,unclassified,,,False,False,False,False,False
