rank,recording_id,domain,start_frame_index,end_frame_index,start_timestamp_ns,end_timestamp_ns,duration_s,frame_count,expected_frame_count,missing_frame_estimate,largest_gap_ms,gaps_over_1p5_periods,mean_blur_variance,low_sharpness_fraction,mean_luminance,dark_fraction,clipped_fraction,mean_frame_difference,visual_diversity,static_structure_fraction,semantic_diversity,traffic_class_fraction,lane_marking_fraction,cockpit_proxy_fraction,mirror_proxy_fraction,instrument_proxy_fraction,hand_tracked_fraction,hand_proxy_frames,median_speed_mps,moving_fraction,gps_coverage,passes_quality_gate,rejection_reasons,score,score_components,rationale
181,motorcycle_5ab8604a14df,motorcycle,14175,14624,3119820409311,3149747826789,29.927417478,450,450,0,67.363218,0,1465.93408203125,0.0,0.33772924542427063,0.04058960825204849,0.015325585380196571,0.03092416562139988,0.3094995471014493,0.040364583333333336,0.5161828384122438,0.06887003779411316,0.008575438521802425,0.005427607800811529,0.0,0.0,0.25333333333333335,114,7.0,1.0,0.49777777777777776,False,['GPS covers only 50% of the window; the vehicle is probably indoors or the fix is lost'],0.6914462119050241,"{'motion': 0.126595268444279, 'visual_diversity': 0.1681818181818182, 'semantic_diversity': 0.1377138799057809, 'traffic': 0.10856351209551922, 'cockpit': 0.007585498762156868, 'sharpness': 0.0801395678488031, 'hands': 0.012666666666666668, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.168, semantic_diversity 0.138, motion 0.127', '450 frames over 29.93 s (0 estimated missing, largest interval 67.4 ms)', 'external traffic proxy covers 6.89% of the sampled pixels', 'cockpit proxy covers 0.54% of the sampled pixels', ""hand tracking reports a hand in 25.3% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: GPS covers only 50% of the window; the vehicle is probably indoors or the fix is lost']"
182,motorcycle_5ab8604a14df,motorcycle,14100,14549,3114820637999,3144748219394,29.927581395,450,450,0,67.363218,0,1283.2042236328125,0.0,0.34049150347709656,0.04311789199709892,0.013623648323118687,0.03383372351527214,0.3236526268115942,0.039876302083333336,0.5098201943782393,0.04887333884835243,0.010650634765625,0.00536431185901165,0.0,0.0,0.3622222222222222,163,8.166000366210938,1.0,0.6644444444444444,False,['GPS covers only 66% of the window; the vehicle is probably indoors or the fix is lost'],0.6818571408427305,"{'motion': 0.1470418810406606, 'visual_diversity': 0.18027079303675048, 'semantic_diversity': 0.13460040069518092, 'traffic': 0.0768958925383952, 'cockpit': 0.007472281958691597, 'sharpness': 0.0674647804619406, 'hands': 0.018111111111111113, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.180, motion 0.147, semantic_diversity 0.135', '450 frames over 29.93 s (0 estimated missing, largest interval 67.4 ms)', 'external traffic proxy covers 4.89% of the sampled pixels', 'cockpit proxy covers 0.54% of the sampled pixels', ""hand tracking reports a hand in 36.2% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: GPS covers only 66% of the window; the vehicle is probably indoors or the fix is lost']"
183,motorcycle_5ab8604a14df,motorcycle,14025,14474,3109821226353,3139748612051,29.927385698,450,450,0,66.832198,0,1131.4932861328125,0.0,0.3319038152694702,0.04858890920877457,0.00546108977869153,0.03599561005830765,0.315726902173913,0.038899739583333336,0.48644203753790793,0.032656293362379074,0.01430121622979641,0.008992512710392475,0.0,0.0,0.52,234,9.333000183105469,1.0,0.8311111111111111,False,['GPS covers only 83% of the window; the vehicle is probably indoors or the fix is lost'],0.6570133496415762,"{'motion': 0.16223431172433003, 'visual_diversity': 0.1735009671179884, 'semantic_diversity': 0.12316059596690865, 'traffic': 0.05121389231509071, 'cockpit': 0.013962007698487761, 'sharpness': 0.05694157481877065, 'hands': 0.026000000000000002, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.174, motion 0.162, semantic_diversity 0.123', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 3.27% of the sampled pixels', 'cockpit proxy covers 0.90% of the sampled pixels', ""hand tracking reports a hand in 52.0% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: GPS covers only 83% of the window; the vehicle is probably indoors or the fix is lost']"
184,motorcycle_5ab8604a14df,motorcycle,14550,14999,3144814880801,3174743035384,29.928154583,450,450,0,67.059875,0,1013.0457763671875,0.0,0.2967662215232849,0.04939710721373558,0.010441477410495281,0.02712859772145748,0.3404098731884058,0.045735677083333336,0.4519763961780762,0.07014928758144379,0.020307529717683792,0.006108940578997135,0.0,0.0,0.3844444444444444,173,,,0.0,False,"['GPS covers only 0% of the window; the vehicle is probably indoors or the fix is lost', 'no GPS speed in this window: cannot confirm the vehicle is actually being ridden']",0.6381431620835535,"{'motion': 0.09992231356105474, 'visual_diversity': 0.19458413926499038, 'semantic_diversity': 0.10629527122450048, 'traffic': 0.11058938625072853, 'cockpit': 0.00880419173122862, 'sharpness': 0.04872563782882848, 'hands': 0.019222222222222224, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.195, traffic 0.111, semantic_diversity 0.106', '450 frames over 29.93 s (0 estimated missing, largest interval 67.1 ms)', 'external traffic proxy covers 7.01% of the sampled pixels', 'cockpit proxy covers 0.61% of the sampled pixels', ""hand tracking reports a hand in 38.4% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: GPS covers only 0% of the window; the vehicle is probably indoors or the fix is lost; no GPS speed in this window: cannot confirm the vehicle is actually being ridden']"
185,motorcycle_5ab8604a14df,motorcycle,8100,8549,2714852214697,2744782907269,29.930692572,450,450,0,66.724449,0,615.3697509765625,0.0,0.2958250641822815,0.06202439218759537,0.0005233623669482768,0.019038373604416847,0.2733808876811594,0.10847981770833333,0.4953048764456235,0.08534747362136841,0.008282695896923542,0.02497355081140995,0.0,0.0,0.14666666666666667,66,4.2220001220703125,0.7,1.0,False,['the vehicle is moving in only 70% of the window'],0.5635771453909435,"{'motion': 0.04306911304993425, 'visual_diversity': 0.13733075435203096, 'semantic_diversity': 0.12749751384862487, 'traffic': 0.13465787749401742, 'cockpit': 0.042547127034801596, 'sharpness': 0.021141426278201002, 'hands': 0.007333333333333334, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.137, traffic 0.135, semantic_diversity 0.127', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 8.53% of the sampled pixels', 'cockpit proxy covers 2.50% of the sampled pixels', ""hand tracking reports a hand in 14.7% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: the vehicle is moving in only 70% of the window']"
186,motorcycle_5ab8604a14df,motorcycle,8025,8474,2709852652206,2739783629998,29.930977792,450,450,0,66.692978,0,625.4993286132812,0.0,0.2893242835998535,0.0647401437163353,0.0005389235448092222,0.018119800835847855,0.28396739130434784,0.12589518229166666,0.4814820219997972,0.08754046261310577,0.008685754612088203,0.014538122341036797,0.0,0.0,0.14666666666666667,66,4.111000061035156,0.7,1.0,False,['the vehicle is moving in only 70% of the window'],0.5449102756481237,"{'motion': 0.036613939368712274, 'visual_diversity': 0.14637330754352035, 'semantic_diversity': 0.12073347523225372, 'traffic': 0.13813078776144047, 'cockpit': 0.023881382903186543, 'sharpness': 0.021844049505676918, 'hands': 0.007333333333333334, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.146, traffic 0.138, semantic_diversity 0.121', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 8.75% of the sampled pixels', 'cockpit proxy covers 1.45% of the sampled pixels', ""hand tracking reports a hand in 14.7% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: the vehicle is moving in only 70% of the window']"
187,motorcycle_5ab8604a14df,motorcycle,8175,8624,2719851720206,2749782443821,29.930723615,450,450,0,66.813354,0,630.2630615234375,0.0,0.29941219091415405,0.058219730854034424,0.00015909905778244138,0.021905453875660896,0.28419384057971014,0.057942708333333336,0.4647838315191518,0.04188436269760132,0.009159342385828495,0.03324110060930252,0.0,0.0,0.14666666666666667,66,4.430000066757202,0.7,1.0,False,['the vehicle is moving in only 70% of the window'],0.5250172518835229,"{'motion': 0.06321721861343516, 'visual_diversity': 0.14656673114119922, 'semantic_diversity': 0.11256242737254697, 'traffic': 0.06582785383680141, 'cockpit': 0.05733520876627747, 'sharpness': 0.0221744788199293, 'hands': 0.007333333333333334, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.147, semantic_diversity 0.113, traffic 0.066', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 4.19% of the sampled pixels', 'cockpit proxy covers 3.32% of the sampled pixels', ""hand tracking reports a hand in 14.7% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: the vehicle is moving in only 70% of the window']"
188,motorcycle_5ab8604a14df,motorcycle,8250,8699,2724851269967,2754782277394,29.931007427,450,450,0,66.870002,0,626.3300170898438,0.0,0.302765429019928,0.05738479271531105,0.00028531375573948026,0.02504163607954979,0.27830615942028986,0.056966145833333336,0.4412016021905764,0.019089309498667717,0.010582592338323593,0.041420720517635345,0.0,0.0,0.14666666666666667,66,23.08300018310547,0.7,1.0,False,['the vehicle is moving in only 70% of the window'],0.5087465451780809,"{'motion': 0.08525640975296629, 'visual_diversity': 0.1415377176015474, 'semantic_diversity': 0.10102276235880102, 'traffic': 0.029728641939566425, 'cockpit': 0.07196601120397993, 'sharpness': 0.02190166898788649, 'hands': 0.007333333333333334, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.142, semantic_diversity 0.101, motion 0.085', '450 frames over 29.93 s (0 estimated missing, largest interval 66.9 ms)', 'external traffic proxy covers 1.91% of the sampled pixels', 'cockpit proxy covers 4.14% of the sampled pixels', ""hand tracking reports a hand in 14.7% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: the vehicle is moving in only 70% of the window']"
189,motorcycle_5ab8604a14df,motorcycle,7950,8399,2704852823967,2734783846310,29.931022343,450,450,0,66.699374,0,608.5767211914062,0.0,0.2829231917858124,0.07089703530073166,0.0006452539237216115,0.01711093634366989,0.2634171195652174,0.14200846354166666,0.46028783457496125,0.08915426582098007,0.010945864953100681,0.003020788310095668,0.0,0.0,0.12666666666666668,57,4.638000011444092,0.7311111111111112,1.0,False,['the vehicle is moving in only 73% of the window'],0.48967722575062683,"{'motion': 0.029524250080435244, 'visual_diversity': 0.12882011605415863, 'semantic_diversity': 0.11036236825532361, 'traffic': 0.14068647488588276, 'cockpit': 0.00328044536523776, 'sharpness': 0.020670237776255467, 'hands': 0.006333333333333334, 'continuity': 0.05}","['strongest contributions: traffic 0.141, visual_diversity 0.129, semantic_diversity 0.110', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 8.92% of the sampled pixels', 'cockpit proxy covers 0.30% of the sampled pixels', ""hand tracking reports a hand in 12.7% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: the vehicle is moving in only 73% of the window']"
190,motorcycle_5ab8604a14df,motorcycle,1050,1499,2244889324874,2274820267310,29.930942436,450,450,0,66.81325,0,588.5623779296875,0.0,0.2798880636692047,0.07290204614400864,0.0013509662821888924,0.024314982816576958,0.2573596014492754,0.041829427083333336,0.4417324680816965,0.031215636059641838,0.019647441804409027,0.008320674300193787,0.0,0.0,0.27555555555555555,124,9.471500396728516,0.7333333333333333,1.0,False,['the vehicle is moving in only 73% of the window'],0.449830953628625,"{'motion': 0.08014993024582424, 'visual_diversity': 0.12364603481624761, 'semantic_diversity': 0.10128253485381813, 'traffic': 0.0489324063808862, 'cockpit': 0.01276029720828962, 'sharpness': 0.019281972345781415, 'hands': 0.013777777777777778, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.124, semantic_diversity 0.101, motion 0.080', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 3.12% of the sampled pixels', 'cockpit proxy covers 0.83% of the sampled pixels', ""hand tracking reports a hand in 27.6% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: the vehicle is moving in only 73% of the window']"
191,motorcycle_5ab8604a14df,motorcycle,975,1424,2239889178093,2269820590353,29.93141226,450,450,0,66.81325,0,596.9174194335938,0.0,0.27833831310272217,0.07523751258850098,0.0013352235546335578,0.025446850806474686,0.2612658514492754,0.045817057291666664,0.4051375344699772,0.027319787070155144,0.011801937595009804,0.003959373105317354,0.0,0.0,0.3088888888888889,139,11.708000183105469,0.7333333333333333,1.0,False,['the vehicle is moving in only 73% of the window'],0.43148988271470606,"{'motion': 0.08810401369899235, 'visual_diversity': 0.12698259187620894, 'semantic_diversity': 0.08337526793703827, 'traffic': 0.04276277488392228, 'cockpit': 0.004959282385027696, 'sharpness': 0.019861507489072092, 'hands': 0.015444444444444445, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.127, motion 0.088, semantic_diversity 0.083', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 2.73% of the sampled pixels', 'cockpit proxy covers 0.40% of the sampled pixels', ""hand tracking reports a hand in 30.9% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: the vehicle is moving in only 73% of the window']"
192,motorcycle_5ab8604a14df,motorcycle,1125,1574,2249888522498,2279819849217,29.931326719,450,450,0,66.81325,0,562.3430786132812,0.0,0.28214627504348755,0.07257499545812607,0.0012940114829689264,0.0221876073628664,0.2525475543478261,0.043538411458333336,0.42986816852782656,0.03521547466516495,0.019181543961167336,0.007272226270288229,0.0,0.0,0.27555555555555555,124,9.471500396728516,0.7333333333333333,1.0,False,['the vehicle is moving in only 73% of the window'],0.4276054524758901,"{'motion': 0.06520002261873067, 'visual_diversity': 0.11953578336557064, 'semantic_diversity': 0.0954768902488572, 'traffic': 0.055266720239047086, 'cockpit': 0.010884948944720599, 'sharpness': 0.017463309281186164, 'hands': 0.013777777777777778, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.120, semantic_diversity 0.095, motion 0.065', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 3.52% of the sampled pixels', 'cockpit proxy covers 0.73% of the sampled pixels', ""hand tracking reports a hand in 27.6% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: the vehicle is moving in only 73% of the window']"
193,motorcycle_5ab8604a14df,motorcycle,1200,1649,2254888010769,2284819411758,29.931400989,450,450,0,66.731209,0,490.29241943359375,0.0,0.29642826318740845,0.06254387646913528,0.0003345946897752583,0.018635723739862442,0.2421875,0.043131510416666664,0.44826313993354866,0.03875099495053291,0.024884486570954323,0.006424063351005316,0.0,0.0,0.27555555555555555,124,9.23550033569336,0.7333333333333333,1.0,False,['the vehicle is moving in only 73% of the window'],0.4018813913160986,"{'motion': 0.04023953340490696, 'visual_diversity': 0.11068665377176018, 'semantic_diversity': 0.1044782363473048, 'traffic': 0.06086571993580768, 'cockpit': 0.009367848609242719, 'sharpness': 0.01246562146929849, 'hands': 0.013777777777777778, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.111, semantic_diversity 0.104, traffic 0.061', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 3.88% of the sampled pixels', 'cockpit proxy covers 0.64% of the sampled pixels', ""hand tracking reports a hand in 27.6% of the window's frames (proxy signal, not visibility ground truth)"", 'REJECTED: the vehicle is moving in only 73% of the window']"
