rank,recording_id,domain,start_frame_index,end_frame_index,start_timestamp_ns,end_timestamp_ns,duration_s,frame_count,expected_frame_count,missing_frame_estimate,largest_gap_ms,gaps_over_1p5_periods,mean_blur_variance,low_sharpness_fraction,mean_luminance,dark_fraction,clipped_fraction,mean_frame_difference,visual_diversity,static_structure_fraction,semantic_diversity,traffic_class_fraction,lane_marking_fraction,cockpit_proxy_fraction,mirror_proxy_fraction,instrument_proxy_fraction,hand_tracked_fraction,hand_proxy_frames,median_speed_mps,moving_fraction,gps_coverage,passes_quality_gate,rejection_reasons,score,score_components,rationale
99,motorcycle_5ab8604a14df,motorcycle,11025,11474,2909836958373,2939768099582,29.931141209,450,450,0,66.737605,0,570.2677001953125,0.0,0.3095453679561615,0.05821290239691734,0.0008552835788577795,0.02421734295785427,0.23052536231884058,0.057291666666666664,0.4129129561741805,0.016320347785949707,0.02418890781700611,0.007569037843495607,0.0,0.0,1.0,450,17.15250015258789,1.0,1.0,True,[],0.42214162549673806,"{'motion': 0.07946377639080979, 'visual_diversity': 0.10072533849129593, 'semantic_diversity': 0.08718007199338727, 'traffic': 0.025343596871656063, 'cockpit': 0.011415852768796444, 'sharpness': 0.018012988980792646, 'hands': 0.05, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.101, semantic_diversity 0.087, motion 0.079', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.63% of the sampled pixels', 'cockpit proxy covers 0.76% of the sampled pixels', ""hand tracking reports a hand in 100.0% of the window's frames (proxy signal, not visibility ground truth)""]"
100,motorcycle_5ab8604a14df,motorcycle,11175,11624,2919836074612,2949767259134,29.931184522,450,450,0,66.737605,0,612.3935546875,0.0,0.3063720762729645,0.05771534889936447,0.0008815294713713229,0.022848157212138176,0.23397871376811594,0.059895833333333336,0.42198609118113495,0.017161952331662178,0.029774080961942673,0.0041689276695251465,0.0,0.0,1.0,450,16.55500030517578,1.0,1.0,True,[],0.4180824060688824,"{'motion': 0.06984196732692942, 'visual_diversity': 0.10367504835589941, 'semantic_diversity': 0.09161989560573235, 'traffic': 0.026676397482569836, 'cockpit': 0.005334110489903286, 'sharpness': 0.020934986807848086, 'hands': 0.05, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.104, semantic_diversity 0.092, motion 0.070', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.72% of the sampled pixels', 'cockpit proxy covers 0.42% of the sampled pixels', ""hand tracking reports a hand in 100.0% of the window's frames (proxy signal, not visibility ground truth)""]"
101,motorcycle_5ab8604a14df,motorcycle,12300,12749,2994830357717,3024760902103,29.930544386,450,450,0,66.775208,0,659.0658569335938,0.0,0.3148411810398102,0.056786052882671356,0.0005542185390368104,0.025225214660167694,0.22984601449275363,0.055338541666666664,0.46322623071646735,0.014922192320227623,0.055818233639001846,0.005510795395821333,0.0,0.0,0.28444444444444444,128,9.930000305175781,1.0,1.0,True,[],0.4177500705292733,"{'motion': 0.08654648895255643, 'visual_diversity': 0.1001450676982592, 'semantic_diversity': 0.11180023516257044, 'traffic': 0.02312941864702529, 'cockpit': 0.007734295562191078, 'sharpness': 0.02417234228444863, 'hands': 0.014222222222222223, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.112, visual_diversity 0.100, motion 0.087', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.49% of the sampled pixels', 'cockpit proxy covers 0.55% of the sampled pixels', ""hand tracking reports a hand in 28.4% of the window's frames (proxy signal, not visibility ground truth)""]"
102,motorcycle_5ab8604a14df,motorcycle,6975,7424,2639857898655,2669789231426,29.931332771,450,450,0,66.718395,0,562.4795532226562,0.0,0.312385618686676,0.05914890766143799,0.000346186978276819,0.024708209559321404,0.22973278985507245,0.12386067708333333,0.44064518434389066,0.02814805880188942,0.020380545407533646,0.010380497202277184,0.0,0.0,0.08666666666666667,39,17.722000122070312,1.0,1.0,True,[],0.41603738354742864,"{'motion': 0.08291328989175734, 'visual_diversity': 0.10004835589941972, 'semantic_diversity': 0.1007504863382026, 'traffic': 0.04407446108581121, 'cockpit': 0.01644468135752567, 'sharpness': 0.017472775641378713, 'hands': 0.004333333333333334, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.101, visual_diversity 0.100, motion 0.083', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.81% of the sampled pixels', 'cockpit proxy covers 1.04% of the sampled pixels', ""hand tracking reports a hand in 8.7% of the window's frames (proxy signal, not visibility ground truth)""]"
103,motorcycle_5ab8604a14df,motorcycle,4425,4874,2469871447853,2499802562592,29.931114739,450,450,0,66.693032,0,310.57806396484375,0.0,0.32396572828292847,0.052580032497644424,0.00012482007150538266,0.01619899272918701,0.23833786231884058,0.19783528645833334,0.494350193980894,0.02942708507180214,0.03259209543466568,0.020916296169161797,0.0,0.0,0.5311111111111111,239,15.041000366210938,1.0,1.0,True,[],0.41548996077416456,"{'motion': 0.02311566208349401, 'visual_diversity': 0.10739845261121857, 'semantic_diversity': 0.12703035208524885, 'traffic': 0.04609998126936881, 'cockpit': 0.035289957169278734, 'sharpness': 0.0, 'hands': 0.026555555555555554, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.127, visual_diversity 0.107, continuity 0.050', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.94% of the sampled pixels', 'cockpit proxy covers 2.09% of the sampled pixels', ""hand tracking reports a hand in 53.1% of the window's frames (proxy signal, not visibility ground truth)""]"
104,motorcycle_5ab8604a14df,motorcycle,3825,4274,2429874834165,2459805723435,29.93088927,450,450,0,66.705637,0,379.9510803222656,0.0,0.3343619704246521,0.043060556054115295,1.4531018678098917e-05,0.019936146214604378,0.1788383152173913,0.2830403645833333,0.4868373831138232,0.018194351345300674,0.026844389736652374,0.030332664027810097,0.0,0.0,1.0,450,25.5,1.0,1.0,True,[],0.4145647948064303,"{'motion': 0.04937811580214161, 'visual_diversity': 0.056576402321083165, 'semantic_diversity': 0.12335405331342, 'traffic': 0.02831134829538812, 'cockpit': 0.052132918011538056, 'sharpness': 0.004811957062859384, 'hands': 0.05, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.123, visual_diversity 0.057, cockpit 0.052', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.82% of the sampled pixels', 'cockpit proxy covers 3.03% of the sampled pixels', ""hand tracking reports a hand in 100.0% of the window's frames (proxy signal, not visibility ground truth)""]"
105,motorcycle_5ab8604a14df,motorcycle,4275,4724,2459872384894,2489803461873,29.931076979,450,450,0,66.730949,0,327.3052673339844,0.0,0.3260539472103119,0.05157395079731941,1.5631123460480012e-05,0.021098542958498,0.23612998188405798,0.12483723958333333,0.4602214360476086,0.01459554024040699,0.030254673212766647,0.023470504209399223,0.0,0.0,0.5466666666666666,246,15.499500274658203,1.0,1.0,True,[],0.41435353906083655,"{'motion': 0.057546736868504804, 'visual_diversity': 0.10551257253384914, 'semantic_diversity': 0.11032987697757461, 'traffic': 0.022612118575680462, 'cockpit': 0.03985864295667515, 'sharpness': 0.0011602578152191045, 'hands': 0.027333333333333334, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.110, visual_diversity 0.106, motion 0.058', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.46% of the sampled pixels', 'cockpit proxy covers 2.35% of the sampled pixels', ""hand tracking reports a hand in 54.7% of the window's frames (proxy signal, not visibility ground truth)""]"
106,motorcycle_5ab8604a14df,motorcycle,3900,4349,2434874410144,2464805248612,29.930838468,450,450,0,66.705637,0,378.2482604980469,0.0,0.3336031138896942,0.044131215661764145,1.888332553789951e-05,0.022162698209285736,0.17583786231884058,0.2508138020833333,0.47826711826689583,0.012861915864050388,0.03247002512216568,0.027499279007315636,0.0,0.0,1.0,450,25.5,1.0,1.0,True,[],0.40982421091288523,"{'motion': 0.06502497615739704, 'visual_diversity': 0.05401353965183752, 'semantic_diversity': 0.11916030283993162, 'traffic': 0.019866677572926556, 'cockpit': 0.047064871216042234, 'sharpness': 0.004693843474750284, 'hands': 0.05, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.119, motion 0.065, visual_diversity 0.054', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.29% of the sampled pixels', 'cockpit proxy covers 2.75% of the sampled pixels', ""hand tracking reports a hand in 100.0% of the window's frames (proxy signal, not visibility ground truth)""]"
107,motorcycle_5ab8604a14df,motorcycle,11100,11549,2914836579520,2944767663426,29.931083906,450,450,0,66.737605,0,582.2715454101562,0.0,0.3090589642524719,0.05738682299852371,0.000853163655847311,0.02291111834347248,0.2338088768115942,0.058837890625,0.4114085805675416,0.015399394556879997,0.023167362436652184,0.004843704402446747,0.0,0.0,1.0,450,17.15250015258789,1.0,1.0,True,[],0.40953015665206255,"{'motion': 0.07028442006647917, 'visual_diversity': 0.10352998065764024, 'semantic_diversity': 0.0864439248584585, 'traffic': 0.02388513632438322, 'cockpit': 0.006541076727891533, 'sharpness': 0.018845618017209895, 'hands': 0.05, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.104, semantic_diversity 0.086, motion 0.070', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.54% of the sampled pixels', 'cockpit proxy covers 0.48% of the sampled pixels', ""hand tracking reports a hand in 100.0% of the window's frames (proxy signal, not visibility ground truth)""]"
108,motorcycle_5ab8604a14df,motorcycle,7050,7499,2644857581279,2674788825832,29.931244553,450,450,0,66.712322,0,489.1918640136719,0.0,0.31160032749176025,0.05997283384203911,0.00027224954101257026,0.020869433879852295,0.22752490942028986,0.17708333333333334,0.45506723337170574,0.040100328624248505,0.019789857789874077,0.009738272055983543,0.0,0.0,0.08444444444444445,38,15.137999534606934,1.0,1.0,True,[],0.40681693292346266,"{'motion': 0.05593669687471449, 'visual_diversity': 0.09816247582205029, 'semantic_diversity': 0.10780773322839136, 'traffic': 0.06300258190241245, 'cockpit': 0.015295939809477145, 'sharpness': 0.012389283064194751, 'hands': 0.004222222222222223, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.108, visual_diversity 0.098, traffic 0.063', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 4.01% of the sampled pixels', 'cockpit proxy covers 0.97% of the sampled pixels', ""hand tracking reports a hand in 8.4% of the window's frames (proxy signal, not visibility ground truth)""]"
109,motorcycle_5ab8604a14df,motorcycle,4575,5024,2479870896144,2509801656915,29.930760771,450,450,0,66.699186,0,341.32818603515625,0.0,0.32045674324035645,0.054732199758291245,0.00022105054813437164,0.01553881075233221,0.21965579710144928,0.2781575520833333,0.5101563246423891,0.03497675806283951,0.03450588881969452,0.021382875740528107,0.0,0.0,0.37333333333333335,168,17.347000122070312,1.0,1.0,True,[],0.40649499550757595,"{'motion': 0.01847630256007904, 'visual_diversity': 0.09144100580270793, 'semantic_diversity': 0.13476488177944257, 'traffic': 0.054888678515014735, 'cockpit': 0.03612452327462723, 'sharpness': 0.0021329369090378044, 'hands': 0.018666666666666668, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.135, visual_diversity 0.091, traffic 0.055', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 3.50% of the sampled pixels', 'cockpit proxy covers 2.14% of the sampled pixels', ""hand tracking reports a hand in 37.3% of the window's frames (proxy signal, not visibility ground truth)""]"
110,motorcycle_5ab8604a14df,motorcycle,11250,11699,2924835683208,2954766816613,29.931133405,450,450,0,66.712188,0,579.063720703125,0.0,0.30638837814331055,0.05817386507987976,0.0006957384757697582,0.02190897986292839,0.2223165760869565,0.14217122395833334,0.43474567751812404,0.018527109175920486,0.03688490018248558,0.003458433086052537,0.0,0.0,1.0,450,16.444000244140625,1.0,1.0,True,[],0.4063440534176667,"{'motion': 0.06324199711872976, 'visual_diversity': 0.0937137330754352, 'semantic_diversity': 0.09786363745012222, 'traffic': 0.028838317692352317, 'cockpit': 0.004063256098092777, 'sharpness': 0.018623111982934475, 'hands': 0.05, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.098, visual_diversity 0.094, motion 0.063', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.85% of the sampled pixels', 'cockpit proxy covers 0.35% of the sampled pixels', ""hand tracking reports a hand in 100.0% of the window's frames (proxy signal, not visibility ground truth)""]"
111,motorcycle_5ab8604a14df,motorcycle,825,1274,2229824017987,2259821298904,29.997280917,450,450,1,133.316917,1,545.2621459960938,0.011111111111111112,0.2916194200515747,0.07053723186254501,0.0013404908822849393,0.02915441431105137,0.24388586956521738,0.043375651041666664,0.3704637320341141,0.014406921342015266,0.014763724990189075,0.00816864799708128,0.0,0.0,0.18666666666666668,84,11.708000183105469,1.0,1.0,True,[],0.4030064606924861,"{'motion': 0.11415852693422218, 'visual_diversity': 0.112137330754352, 'semantic_diversity': 0.06640808221054612, 'traffic': 0.02231341369785265, 'cockpit': 0.01248836931541682, 'sharpness': 0.01627851555787407, 'hands': 0.009333333333333334, 'continuity': 0.04988888888888889}","['strongest contributions: motion 0.114, visual_diversity 0.112, semantic_diversity 0.066', '450 frames over 30.00 s (1 estimated missing, largest interval 133.3 ms)', 'external traffic proxy covers 1.44% of the sampled pixels', 'cockpit proxy covers 0.82% of the sampled pixels', ""hand tracking reports a hand in 18.7% of the window's frames (proxy signal, not visibility ground truth)""]"
112,motorcycle_5ab8604a14df,motorcycle,8625,9074,2749849073550,2779780379175,29.931305625,450,450,0,66.870002,0,575.36083984375,0.0,0.30134090781211853,0.07269895821809769,0.0008992981165647507,0.029378484934568405,0.20544610507246377,0.060546875,0.3877934972799355,0.013632766902446747,0.02079400047659874,0.02000054344534874,0.0,0.0,0.0,0,23.111000061035156,1.0,1.0,True,[],0.3930306746207391,"{'motion': 0.11573315971363221, 'visual_diversity': 0.0793036750483559, 'semantic_diversity': 0.07488818317628958, 'traffic': 0.021087429932371612, 'cockpit': 0.03365195964200395, 'sharpness': 0.01836626710808581, 'hands': 0.0, 'continuity': 0.05}","['strongest contributions: motion 0.116, visual_diversity 0.079, semantic_diversity 0.075', '450 frames over 29.93 s (0 estimated missing, largest interval 66.9 ms)', 'external traffic proxy covers 1.36% of the sampled pixels', 'cockpit proxy covers 2.00% of the sampled pixels', ""hand tracking reports a hand in 0.0% of the window's frames (proxy signal, not visibility ground truth)""]"
113,motorcycle_5ab8604a14df,motorcycle,3975,4424,2439874017643,2469804799050,29.930781407,450,450,0,66.730949,0,373.0137634277344,0.0,0.33104732632637024,0.046143289655447006,1.8676279069040902e-05,0.023911340162158012,0.18031023550724637,0.2547200520833333,0.44477654008157397,0.0067258477210998535,0.03520756959915161,0.023609979078173637,0.0,0.0,1.0,450,24.861000061035156,1.0,1.0,True,[],0.39250736313235624,"{'motion': 0.07731337387426657, 'visual_diversity': 0.05783365570599613, 'semantic_diversity': 0.10277211290290207, 'traffic': 0.010149340123650187, 'cockpit': 0.04010812022737131, 'sharpness': 0.0043307602981700255, 'hands': 0.05, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.103, motion 0.077, visual_diversity 0.058', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 0.67% of the sampled pixels', 'cockpit proxy covers 2.36% of the sampled pixels', ""hand tracking reports a hand in 100.0% of the window's frames (proxy signal, not visibility ground truth)""]"
114,motorcycle_5ab8604a14df,motorcycle,675,1124,2219824644852,2249821728393,29.997083541,450,450,1,133.316917,1,492.6401672363281,0.022222222222222223,0.3101810812950134,0.0542617104947567,0.0005990114877931774,0.029467687010765076,0.27683423913043476,0.041829427083333336,0.32709442801862443,0.004934878554195166,0.011046268977224827,0.007823875173926353,0.0,0.0,0.17777777777777778,80,5.943999767303467,1.0,1.0,True,[],0.3924173556471279,"{'motion': 0.11636001793791002, 'visual_diversity': 0.1402804642166344, 'semantic_diversity': 0.04518586300281306, 'traffic': 0.007313085481325803, 'cockpit': 0.011871677694290286, 'sharpness': 0.012628469536376544, 'hands': 0.008888888888888889, 'continuity': 0.04988888888888889}","['strongest contributions: visual_diversity 0.140, motion 0.116, continuity 0.050', '450 frames over 30.00 s (1 estimated missing, largest interval 133.3 ms)', 'external traffic proxy covers 0.49% of the sampled pixels', 'cockpit proxy covers 0.78% of the sampled pixels', ""hand tracking reports a hand in 17.8% of the window's frames (proxy signal, not visibility ground truth)""]"
115,motorcycle_5ab8604a14df,motorcycle,2700,3149,2354880646988,2384811636416,29.930989428,450,450,0,66.69922,0,527.5560913085938,0.0,0.3053496778011322,0.05752679705619812,0.0010015860898420215,0.019967295229434967,0.20023777173913043,0.19514973958333334,0.45050564532643556,0.03514720872044563,0.03404201567173004,0.013264747336506844,0.0,0.0,0.38666666666666666,174,16.277000427246094,1.0,1.0,True,[],0.3911735384273666,"{'motion': 0.049597012233225296, 'visual_diversity': 0.07485493230174081, 'semantic_diversity': 0.10557557793723145, 'traffic': 0.05515861139708558, 'cockpit': 0.021603710061517362, 'sharpness': 0.015050361163232776, 'hands': 0.019333333333333334, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.106, visual_diversity 0.075, traffic 0.055', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 3.51% of the sampled pixels', 'cockpit proxy covers 1.33% of the sampled pixels', ""hand tracking reports a hand in 38.7% of the window's frames (proxy signal, not visibility ground truth)""]"
116,motorcycle_5ab8604a14df,motorcycle,11325,11774,2929835462477,2959766569968,29.931107491,450,450,0,66.693376,0,586.6500854492188,0.0,0.30642858147621155,0.05769951641559601,0.0006033777026459575,0.02180766873061657,0.18738677536231885,0.18400065104166666,0.4606110301115227,0.019794832915067673,0.04755814000964165,0.0033171477261930704,0.0,0.0,0.9955555555555555,448,16.444000244140625,1.0,1.0,True,[],0.3905122927053017,"{'motion': 0.0625300437740504, 'visual_diversity': 0.06387814313346228, 'semantic_diversity': 0.11052051989458944, 'traffic': 0.030845938709388163, 'cockpit': 0.0038105404205173786, 'sharpness': 0.01914932899551631, 'hands': 0.04977777777777778, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.111, visual_diversity 0.064, motion 0.063', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.98% of the sampled pixels', 'cockpit proxy covers 0.33% of the sampled pixels', ""hand tracking reports a hand in 99.6% of the window's frames (proxy signal, not visibility ground truth)""]"
117,motorcycle_5ab8604a14df,motorcycle,2550,2999,2344881491926,2374812450925,29.930958999,450,450,0,66.686874,0,659.8638916015625,0.0,0.3026900589466095,0.0557449534535408,0.001251407084055245,0.020418353378772736,0.21308876811594202,0.19767252604166666,0.45169033638711426,0.029352258890867233,0.038863565772771835,0.009394667111337185,0.0,0.0,0.20444444444444446,92,13.262999534606934,1.0,1.0,True,[],0.38986652850405223,"{'motion': 0.05276677601671064, 'visual_diversity': 0.08583172147001933, 'semantic_diversity': 0.10615529149164277, 'traffic': 0.04598148335942946, 'cockpit': 0.01468133716068937, 'sharpness': 0.02422769678333843, 'hands': 0.010222222222222223, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.106, visual_diversity 0.086, motion 0.053', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.94% of the sampled pixels', 'cockpit proxy covers 0.94% of the sampled pixels', ""hand tracking reports a hand in 20.4% of the window's frames (proxy signal, not visibility ground truth)""]"
118,motorcycle_5ab8604a14df,motorcycle,4650,5099,2484870389728,2514801390364,29.931000636,450,450,0,66.699186,0,374.52996826171875,0.0,0.31816521286964417,0.05603070929646492,0.000271433760644868,0.016247088089585304,0.1986526268115942,0.251220703125,0.503115060437619,0.03514585271477699,0.03496907651424408,0.01895277015864849,0.0,0.0,0.37333333333333335,168,17.347000122070312,1.0,1.0,True,[],0.3883108212194505,"{'motion': 0.023453647178692947, 'visual_diversity': 0.0735009671179884, 'semantic_diversity': 0.13131932838988794, 'traffic': 0.05515646396906518, 'cockpit': 0.03177781828470242, 'sharpness': 0.004435929612446959, 'hands': 0.018666666666666668, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.131, visual_diversity 0.074, traffic 0.055', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 3.51% of the sampled pixels', 'cockpit proxy covers 1.90% of the sampled pixels', ""hand tracking reports a hand in 37.3% of the window's frames (proxy signal, not visibility ground truth)""]"
119,motorcycle_5ab8604a14df,motorcycle,4125,4574,2449873251613,2479804234739,29.930983126,450,450,0,66.730949,0,338.6202697753906,0.0,0.32906487584114075,0.04876365512609482,1.8170332623412833e-05,0.023190854117274284,0.20708786231884058,0.14168294270833334,0.43663955294223783,0.009559235535562038,0.029069913551211357,0.016389068216085434,0.0,0.0,0.8244444444444444,371,19.194000244140625,1.0,1.0,True,[],0.38674250381670633,"{'motion': 0.07225023384468943, 'visual_diversity': 0.08070599613152805, 'semantic_diversity': 0.09879038138376539, 'traffic': 0.014636413095521952, 'cockpit': 0.027192150851355974, 'sharpness': 0.001945106287623331, 'hands': 0.04122222222222222, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.099, visual_diversity 0.081, motion 0.072', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 0.96% of the sampled pixels', 'cockpit proxy covers 1.64% of the sampled pixels', ""hand tracking reports a hand in 82.4% of the window's frames (proxy signal, not visibility ground truth)""]"
120,motorcycle_5ab8604a14df,motorcycle,4200,4649,2454872853009,2484803721821,29.930868812,450,450,0,66.730949,0,331.9585876464844,0.0,0.3274976313114166,0.050123125314712524,1.875865928013809e-05,0.022104881703853607,0.2229959239130435,0.13248697916666666,0.43667683275012675,0.009821008890867233,0.027435528114438057,0.017454927787184715,0.0,0.0,0.6577777777777778,296,17.444000244140625,1.0,1.0,True,[],0.3862428332319185,"{'motion': 0.06461867673619047, 'visual_diversity': 0.09429400386847196, 'semantic_diversity': 0.09880862378522882, 'traffic': 0.015050968470310658, 'cockpit': 0.029098642960506595, 'sharpness': 0.001483028522321072, 'hands': 0.03288888888888889, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.099, visual_diversity 0.094, motion 0.065', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 0.98% of the sampled pixels', 'cockpit proxy covers 1.75% of the sampled pixels', ""hand tracking reports a hand in 65.8% of the window's frames (proxy signal, not visibility ground truth)""]"
121,motorcycle_5ab8604a14df,motorcycle,8925,9374,2769847245947,2799778706114,29.931460167,450,450,0,66.787782,0,540.6651611328125,0.0,0.29247283935546875,0.07880350947380066,0.0008427078719250858,0.027733273804187775,0.2156929347826087,0.066162109375,0.40111455690822906,0.014832446351647377,0.020753763616085052,0.011489077471196651,0.0,0.0,0.1,45,18.694000244140625,1.0,1.0,True,[],0.38600891209125565,"{'motion': 0.10417161124161385, 'visual_diversity': 0.0880560928433269, 'semantic_diversity': 0.08140667485902352, 'traffic': 0.022987293129333914, 'cockpit': 0.018427587541757117, 'sharpness': 0.015959652476200424, 'hands': 0.005000000000000001, 'continuity': 0.05}","['strongest contributions: motion 0.104, visual_diversity 0.088, semantic_diversity 0.081', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.48% of the sampled pixels', 'cockpit proxy covers 1.15% of the sampled pixels', ""hand tracking reports a hand in 10.0% of the window's frames (proxy signal, not visibility ground truth)""]"
122,motorcycle_5ab8604a14df,motorcycle,4050,4499,2444873631853,2474804570696,29.930938843,450,450,0,66.730949,0,356.8612976074219,0.0,0.32904019951820374,0.04797932878136635,1.8658782209968194e-05,0.023922553285956383,0.18636775362318841,0.15421549479166666,0.4237745578712661,0.009091977961361408,0.032843247056007385,0.021197736263275146,0.0,0.0,0.9911111111111112,446,23.111000061035156,1.0,1.0,True,[],0.38535070323438403,"{'motion': 0.07739217292438459, 'visual_diversity': 0.06300773694390717, 'semantic_diversity': 0.09249505911147218, 'traffic': 0.013896444206901608, 'cockpit': 0.035793366185977164, 'sharpness': 0.0032103683061857798, 'hands': 0.04955555555555556, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.092, motion 0.077, visual_diversity 0.063', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 0.91% of the sampled pixels', 'cockpit proxy covers 2.12% of the sampled pixels', ""hand tracking reports a hand in 99.1% of the window's frames (proxy signal, not visibility ground truth)""]"
123,motorcycle_5ab8604a14df,motorcycle,5925,6374,2569863442519,2599794774144,29.931331625,450,450,0,66.699376,0,478.1655578613281,0.0,0.3141500651836395,0.05967902019619942,8.922885172069073e-05,0.017397932708263397,0.20946557971014493,0.107421875,0.4342328968961766,0.04755678400397301,0.015058955177664757,0.003190556075423956,0.0,0.0,0.6577777777777778,296,10.887999534606934,1.0,1.0,True,[],0.3847991417755297,"{'motion': 0.03154108689807408, 'visual_diversity': 0.08273694390715668, 'semantic_diversity': 0.09761271475234133, 'traffic': 0.07481094051451453, 'cockpit': 0.0035841072300486243, 'sharpness': 0.011624459584505533, 'hands': 0.03288888888888889, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.098, visual_diversity 0.083, traffic 0.075', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 4.76% of the sampled pixels', 'cockpit proxy covers 0.32% of the sampled pixels', ""hand tracking reports a hand in 65.8% of the window's frames (proxy signal, not visibility ground truth)""]"
124,motorcycle_5ab8604a14df,motorcycle,2625,3074,2349881050343,2379811932790,29.930882447,450,450,0,66.686928,0,591.4037475585938,0.0,0.30437910556793213,0.05593637377023697,0.0011421707458794117,0.020279770717024803,0.2028419384057971,0.20743815104166666,0.44377765253616047,0.030814165249466896,0.03487435728311539,0.010808195918798447,0.0,0.0,0.3711111111111111,167,14.805000305175781,1.0,1.0,True,[],0.38469646172442534,"{'motion': 0.051792900912419705, 'visual_diversity': 0.07707930367504835, 'semantic_diversity': 0.10228331994359914, 'traffic': 0.04829662019865707, 'cockpit': 0.017209701675634428, 'sharpness': 0.019479059763511188, 'hands': 0.018555555555555558, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.102, visual_diversity 0.077, motion 0.052', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 3.08% of the sampled pixels', 'cockpit proxy covers 1.08% of the sampled pixels', ""hand tracking reports a hand in 37.1% of the window's frames (proxy signal, not visibility ground truth)""]"
125,motorcycle_5ab8604a14df,motorcycle,2475,2924,2339881825904,2369812842331,29.931016427,450,450,0,66.686771,0,715.22802734375,0.0,0.30000200867652893,0.0561356358230114,0.001245967810973525,0.020691657438874245,0.2107110507246377,0.21590169270833334,0.4520316155520983,0.02582058124244213,0.04159273952245712,0.006988978013396263,0.0,0.0,0.1711111111111111,77,13.262999534606934,1.0,1.0,True,[],0.38220083617203254,"{'motion': 0.0546873916022203, 'visual_diversity': 0.08380077369439073, 'semantic_diversity': 0.10632229212526459, 'traffic': 0.04038856902531461, 'cockpit': 0.010378305685760831, 'sharpness': 0.02806794848352593, 'hands': 0.008555555555555556, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.106, visual_diversity 0.084, motion 0.055', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.58% of the sampled pixels', 'cockpit proxy covers 0.70% of the sampled pixels', ""hand tracking reports a hand in 17.1% of the window's frames (proxy signal, not visibility ground truth)""]"
